Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,"[Verse 1: Thomas Rhett]
You're all alone at a party, you wanna dance with somebody
But you ain't got a clue how to ask
You and your girl had a fight and now she's sayin' goodbye
She ran upstairs and packed her bags

[Pre-Chorus: Thomas Rhett]
It could be rainin' on your perfect vacation
You could be stressed about your work situation
Ain't gotta listen to me, but all I'm sayin'

[Chorus: Thomas Rhett]
Ain't nothing that a beer can't fix
Ain't no pain it can't wash away
From the moment that it hits your lips
Makes those clouds look a little less gray
Oh, you could be lonely, or heartbroken
Or hungover from the night before
Turn that frown into a smile real quick
There ain't nothing that a beer can't fix

[Verse 2: Jon Pardi]
You're on a lake and you're fishin'
It's hot and all that you're gettin' is a little nibble here and there
You're sitttin', watchin' your team losin' that championship ring
And you're feelin like life ain't fair

[Pre-Chorus: Jon Pardi]
It could be rainin' on your perfect vacation
You could be stressed about your work situation

[Chorus: Jon Pardi]
Ain't nothing that a beer can't fix
Ain't no pain, it can't wash away
From the moment that it hits your lips
Makes those clouds look a little less gray
Oh, you could be lonely, heartbroken
Or hungover from the night before
Turn that frown into a smile real quick
Ain't nothing that a beer can't fix (Yeehaw)

[Bridge: Thomas Rhett & Jon Pardi]
It could be rainin' on your perfect vacation
You could be stressed about your work situation
Ain't gotta save it for no special occasion

[Chorus: Thomas Rhett, Jon Pardi & Both]
Ain't nothing that a beer can't fix
Ain't no pain, it can't wash away, no
From the moment that it hits your lips
Makes those clouds look a little less gray
Oh, you could be lonely (Lonely)
Heartbroken (Heartbroken)
Or hungover from the night before
Turn that frown into a smile real quick (So quick)
It might take one or it might take six
Drink it down, it will do the trick
Ain't nothing that a beer can't fix",,,
After A Few,Travis Denning,"[Verse 1]
I probably shouldn't have said hello
When I saw you out with your friends
I know I should've left it alone
When I caught you looking

[Pre-Chorus]
A little smile, a little how you been
A little touch, a little reminisce
It always starts off innocent

[Chorus]
But after a few drinks
It's always the same thing
We find ourselves lost in conversation at the bar
Then after a few songs
The kind that you hold on
We find ourselves leaning up against my car
Shoulda stopped at one
Said goodbye, given up at two
If we didn't wanna wind up falling into my bed like we always do
After a few
Oh, after a few

[Verse 2]
We always take it way too far
Where it's too much to resist
We always make it way too hard
To walk away after that third kiss

[Pre Chorus 2]
We pretend that we'll be fine
Through the sting of the morning light
'Cause it happens every time

[Chorus]
After a few drinks
It's always the same thing
We find ourselves lost in conversation at the bar
Then after a few songs
The kind that you hold on
We find ourselves leaning up against my car
Shoulda stopped at one
Said goodbye, given up at two
If we didn't wanna wind up falling into my bed like we always do
After a few
Oh yeah, after a few

[Bridge]
Little smile, little how you been
Little touch, little reminisce
We both know how it ends

[Chorus]
After a few drinks
It's always the same thing
We find ourselves lost in conversation at the bar
Then after a few songs
The kind that you hold on
We find ourselves leaning up against my car
Shoulda stopped at one
Said goodbye, given up at two
If we didn't wanna wind up falling into my bed like we always do
After a few
Oh, after a few",,,
Supalonely,BENEE Featuring Gus Dapperton,"[Chorus: BENEE]
I know I fucked up, I'm just a loser
Shouldn't be with ya, guess I'm a quitter
While you're out there drinkin', I'm just here thinkin'
'Bout where I should've been
I've been lonely, mmh, ah, yeah

[Verse 1: BENEE]
Water pouring down from the ceiling
I knew this would happen, still hard to believe it
Maybe I'm dramatic, I don't wanna seem it
I don't wanna panic

[Pre-Chorus: BENEE]
I'm a sad girl in this big world, it's a mad world
All of my friends know what's happened, you're a bad thing (Ah)

[Chorus: BENEE]
I know I fucked up, I'm just a loser
Shouldn't be with ya, guess I'm a quitter
While you're out there drinkin', I'm just here thinkin'
'Bout where I should've been
I've been lonely, mmh, ah, yeah

[Post-Chorus: BENEE]
La-la-la-la, la-la-la-la
Lonely (I'm a lonely bitch)
La-la-la-la, la-la-la-la
Lonely (Super lonely)

[Verse 2: BENEE & Gus Dapperton]
Now I'm in the bathtub cryin'
Think I'm slowly sinking
Bubbles in my eyes now
Maybe I'm just dreamin'
Now I'm in the sad club
Just tryna get a back rub (Lonely)

[Pre-Chorus: BENEE with Gus Dapperton]
I'm a sad girl in this big world, it's a mad world
All of my friends know what's happened, you're a bad thing

[Chorus: BENEE]
I know I fucked up (Fucked up), I'm just a loser (Loser)
Shouldn't be with ya (With ya), guess I'm a quitter (Quitter)
While you're out there drinkin' (Drinkin'), I'm just here thinkin' (Thinkin')
'Bout where I should've been (Where I should've been)
I've been lonely, mmh, ah, yeah (Woah)

[Post-Chorus: BENEE]
La-la-la-la (Woo), la-la-la-la
Lonely (I'm a lonely bitch)
La-la-la-la, la-la-la-la
Lonely (Super lonely)

[Bridge: Gus Dapperton]
I loathe romancing in itself, yeah, I'd be damned to try
I'm only dancin' by myself, so I don't slam my Irish buck
Compostable cups, B-B-BENEE, I can't stress this enough
I would hate to mess things up, but my boogie still stays restless as fuck, yeah

[Chorus: BENEE & Gus Dapperton, BENEE]
I know I fucked up, I'm just a loser
Shouldn't be with ya, guess I'm a quitter
While you're out there drinkin', I'm just here thinkin'
'Bout where I should've been
I've been lonely, mmh, ah, yeah

[Post-Chorus: BENEE]
La-la-la-la, la-la-la-la
Lonely (I'm a lonely bitch)
La-la-la-la, la-la-la-la
Lonely (Super lonely)

[Outro: BENEE]
La-la-la-la, la-la-la-la (I've been lonely, I've been lonely)
Lonely (I've been lonely, by the way)
La-la-la-la, la-la-la-la
Lonely (I've been lonely)",,,
Heart On Ice,Rod Wave,"[Intro]
SpeakerBangerz
Look, uh, look

[Chorus]
Heart been broke so many times I don't know what to believe
Mama say it’s my fault, it's my fault, I wear my heart on my sleeve
Think it's best I put my heart on ice, heart on ice ’cause I can't breathe
I'ma put my heart on ice, heart on ice, it's gettin' the best of me

[Verse]
While in the cell with Lil' Hakeem, after I slapped him I had told him
""I don't know how you get down with them clowns but I'm a soldier""
No one could understand, I had way too much aggression
That built over the years from my abandoned adolescence
See I done been lied to, backstabbed, and heartbroken
I wanted to cry but I was too afraid to open
Prayin’ one day I’d find a peace of mind by the ocean
I spent all my time committing crimes to get closer
While at my nana house I play the couch, starin' at the ceiling
Tryin’ not to get in my feelings
Thinkin' of a way I could make these millions
Maybe that'll take this pain away and clear up all these rainy days, yeah

[Chorus]
Heart been broke so many times I don't know what to believe
Mama say it’s my fault, it's my fault, I wear my heart on my sleeve
Think it's best I put my heart on ice, heart on ice 'cause I can't breathe
I'ma put my heart on ice, heart on ice, it's gettin' the best of me

[Outro]
Yeah, yeah
Yeah, yeah
Yeah, yeah, yeah
Yeah, yeah
Brrt",,,
Ballin',Mustard & Roddy Ricch,"[Intro]
I don't really wanna go
I don't really wanna stay
But I really hope and pray
Can we get it together?
Get it together
Mustard on the beat, ho

[Chorus: Roddy Ricch]
I put the new Forgis on the Jeep
I trap until the bloody bottoms is underneath
'Cause all my niggas got it out the streets
I keep a hundred racks inside my jeans
I remember hittin' the mall with the whole team
Now a nigga can't answer calls 'cause I'm ballin'
I was wakin' up, gettin' racks in the morning
I was broke, now I'm rich, these niggas salty

[Verse 1: Roddy Ricch]
All this designer on my body got me drip, drip, ayy
Straight up out the Yajects, I'm a big Crip
If I got a pint of lean, I'ma sip, sip
I run the racks up with my queen like London and Nip
But I got rich on all these niggas, I didn't forget, back
I had to go through the struggle, I didn't forget that
I hopped inside of the Maybach and now I can sit back
These bitches know me now 'cause I got them big racks
'Cause I'm gettin' money now, I know you heard that
Young nigga on the corner, bitch, I had to serve crack
Uncle fronted me some P's, had to get them birds back
We came up on dirty money, I gave it a birdbath
Cut off the brain and I give my bitch a new coupe
Either you from the Yah Gang or you're SuWoop
Got a New Orleans bitch and man, that pussy voodoo
And I'm that nigga now, who knew?

[Chorus: Roddy Ricch]
I put the new Forgis on the Jeep
I trap until the bloody bottoms is underneath
'Cause all my niggas got it out the streets
I keep a hundred racks inside my jeans
I remember hittin' the mall with the whole team
Now a nigga can't answer calls 'cause I'm ballin'
I was wakin' up, gettin' racks in the morning
I was broke, now I'm rich, these niggas salty

[Verse 2: Roddy Ricch]
I been wakin' up to get the money, woah, woah
Got a bad bitch, her ass tatted, woah, woah
Givenchy to my toes, two twins, I'm fucking 'em both
I put her in a new AP, the water like a boat
I was down bad on my dick, where was you niggas at?
I know you turned your back on me just to get some racks
I seen you swerve back, 'cause I'm in the black 'Bach
New diamonds on me, fuck a flash, this ain't Snapchat
'Cause I been gettin' paid
Yellow diamonds on me look like lemonade
Got my baby mama that new Bentayga
Tryna get the dojo like a sensei, yeah
Rolls Royce umbrellas when I'm in the rain
I just mind my business
I got brothers that did the time, I ain't kiddin'
All these rappers just talk about it, I live it
Goin' up, I ain't got no sky limit, yeah, yeah, yeah

[Chorus: Roddy Ricch]
I put the new Forgis on the Jeep
I trap until the bloody bottoms is underneath
'Cause all my niggas got it out the streets
I keep a hundred racks inside my jeans
I remember hittin' the mall with the whole team
Now a nigga can't answer calls 'cause I'm ballin'
I was wakin' up, gettin' racks in the morning
I was broke, now I'm rich, these niggas salty

[Outro: Roddy Ricch]
I, ayy, yeah
I've been ballin', lil' nigga
Now watch me ball on these niggas
Yeah, now watch me ball on these niggas, yeah
Now watch me ball on these niggas
Now watch me ball on these niggas, yeah, yeah",,,
3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,"[Intro]
(Aviator)

[Chorus: Lil Baby]
These ain't no Guess jeans
I dropped out of school, I'm still good at math, but, nigga, don't test me
I played to the left, they went to the right, they tried to finesse me
Still riding 'round with that blicky, I hope they don't catch me
Police had raided our spot, so we went to the next street
Play like I'm dumb, as soon as it pop, I'm goin' retarded
He say I'm hard and he say I'm garbage, I'm rich regardless
We in Miami in the middle of the winter, and we on them jet skis
If we in Atlanta, I'm runnin' the 'Cat and I'm workin' the red key

[Verse 1: Lil Durk]
I cannot mention my homies inside of my song 'cause I know they be trappin' a lot
I can't keep takin' these pills, when I'm in the trenches, they say I be cappin' a lot
I know a nigga who say he got rich off the dope, but I know he be actin' a lot
I know some niggas who said that they took down the city, but niggas be lackin' a lot
Yeah
That shit was awful, nigga had that dog food
That day they shot you, I slid on a Mongoose
You cannot come back around me, you turned your back on me, I cannot forget
The police was lyin', they say that they caught you, but nigga, they made you admit
Your name was found, you put in that work, they took your stick, you a bitch
Fuck my opps, they be on my dick, they all be mad we rich (Turn up)

[Verse 2: Lil Baby]
Only twenty-five, livin' like a boss, ridin' 'round with a chauffeur
I don't sell drugs, still be paranoid, keep lookin' over my shoulder
Niggas lyin' like I'm stealin' swag, boy, that's my shit like I wrote it

[Verse 3: Polo G]
Uh
These rappers really nice as hell
I'm a different nigga when I'm pissed off
Man, he say he gon' press up on who?
I'ma get the steel like I'm Chris Paul
Back to back suburbans, I'm a big dawg
I was in the slums servin' Fentanyl
Zombieland, junkies havin' withdrawals
I been gettin' to it, lotta missed calls
Turn it off, what the fuck is he talking 'bout?
I should slap you for sayin' he hot as me
I don't know who could fuck with me honestly
They know I'm the man, so they watchin' me
Different color bands like Monopoly
Man, he must not be usin' his head
If he thinkin' I don't keep a Glock with me
That's like suicide if you play with us
Got a better chance at the lottery
Call an ambulance when that chopper sweep
Make the crowd dance, choreography
Once I got a plan, ain't no stoppin' me
Three-car garage, million-dollar crib
With a foreign bitch ridin' on top of me
Lot of people done said I wouldn't be shit
Well, I guess they owe me an apology

[Chorus: Lil Baby]
These ain't no Guess jeans
I dropped out of school, I'm still good at math, but, nigga, don't test me
I played to the left, they went to the right, they tried to finesse me
Still riding 'round with that blicky, I hope they don't catch me
Police had raided our spot, so we went to the next street
Play like I'm dumb, as soon as it pop, I'm goin' retarded
He say I'm hard and he say I'm garbage, I'm rich regardless
We in Miami in the middle of the winter, and we on them jet skis
If we in Atlanta, I'm runnin' the 'Cat and I'm workin' the red key",,,
Hard To Forget,Sam Hunt,"[Intro]
There stands the glass
That will ease all my pain
That will settle my brain
It's my first one today
There stands the glass
That-that will ease all my pain
That-that will settle my brain
It's-it's my first one today

[Verse 1]
Ayy
I saw your sister at work
I saw your mama at church
I'm pretty sure I saw your car at the mall
I see your face in the clouds
I smell your perfume in crowds
I swear your number's all my phone wants to call

[Pre-Chorus]
It's kinda funny how I can't seem
To get away from you
It's almost like you don't want me to

[Chorus]
You've got a cold heart and the cold hard truth
I got a bottle of whiskey, but I got no proof
That you showed up tonight
In that dress just to mess with my head
So much for so long
Out of sight, out of mind
Girl, you're lookin' so good
It's drivin' me out of mine
Oh, you're breakin' my heart
Baby, you're playin' hard to forget

[Verse 2]
Told me to leave all your things
Out on the porch, on the swing
You'd come and grab 'em by the end of the week
Well, it's just some jeans and a shirt
But it's a whole lot of hurt
I think I know why you've been dragging your feet

[Pre-Chorus]
Ain't it funny how I can't seem
To get away from you?
It's almost like you don't want me to

[Chorus]
You've got a cold heart and the cold hard truth
I got a bottle of whiskey, but I got no proof
That you showed up tonight
In that dress just to mess with my head
So much for so long
Out of sight, out of mind
Girl, you're lookin' so good
It's drivin' me out of mine
Oh, you're breakin' my heart
Baby, you're playin' hard to forget

[Bridge]
There stands the glass
That-that will ease all my pain
That-that will settle my brain
It's-it's my first one today

[Chorus]
You've got a cold heart and the cold hard truth
I got a bottle of whiskey, but I got no proof
That you showed up tonight
In that dress just to mess with my head
So much for so long
Out of sight, out of mind
Girl, you're lookin' so good
It's drivin' me out of mine
Oh, you're breakin' my heart
Baby, you're playin' hard to forget

[Outro]
Oh honey, I'm fallin' apart
And you're playin' hard to forget",,,
Sum 2 Prove,Lil Baby,"[Verse 1]
You know Lil Ced, that's my nigga, I made him a millionaire, fuck it, we all rich
I ain't tryna have babies right now, so we fuck with the rubber, but I got a raw bitch
Know this money bring envy, you probably wan' be me, but bro, we can't beef 'bout no small shit
Overseas, got the crowd doin' moshpits
Can't believe that I'm still in the 'partments
Businessman, went and got me an office
Million dollar deals, I get 'em often
Me and Dolla was servin' on Sparks Street
Hot lil' jit, he gon' stay with the chopstick
I got robbed, that shit made me a monster
Eviction notice, my sister, my mamas
Now they houses as big as they want 'em
I done ran up them motherfuckin' commas, look at lil' Dominique
Livin' like we in a race, I might come in first or second, but I won't ever be last
Lately I been in my bag
Bro told me don't take my foot off the gas
If they give you a inch, go'n and take you a mile
I'ma shoot by myself like a technical foul
City to city, got girls goin' wild
Better not reach for my chain when I jump in the crowd
Lambo' so low, gotta squat
We finally made it, let's pop us some bottles
I took the lead and let everyone follow
They know I'm runnin' it right to the bank
They want me to ease up, I didn't leave 'em any breathin' room, sorry, I told 'em, ""I can't""
Heard you a rat, so you know what's gon' happen whenever we catch you, I run with them snakes
Peep all the moves I been makin', by time I get forty, I gotta be one of them greats
Watch how I move with this paper, I know if I slip up one time they gon' try to come take it
Real as it get and these niggas be fakin', I don't want they vibes, so they hand I ain't shakin'
She on that '42 straight with no chaser
I'm tryna get out of here and go taste her, yeah

[Chorus]
Yeah, my diamonds be VV's (VV's)
They don't wan' see us on TV unless it's the news
I got somethin' to prove (Somethin' to prove)
Yeah, I'm young, but got somethin' to lose (Somethin' to lose)
In the street, I done paid all my dues (Yeah)
No extortion, ain't talking 'bout literally (Nah)
I be walkin' on beats, is you hearin' me? (Huh?)
I just pray that my kids be a bigger me, they can't get rid of me
My diamonds be VV's (VV's)
They don't wan' see us on TV unless it's the news
I got somethin' to prove (Somethin' to prove)
Yeah, I'm young, but got somethin' to lose (Somethin' to lose)
In the street, I done paid all my dues (Yeah)
No extortion, ain't talking 'bout literally (Nah)
I be walkin' on beats, is you hearin' me? (Huh?)
I just pray that my kids be a bigger me, they can't get rid of me

[Verse 2]
Wake up every day, somebody harrassin' me
I got rich, they need money, they askin' me
I was sittin' in jail, they ain't look out for me
Ones who need me them same ones who doubted me
I been handlin' my own, they can vouch for me
Head way down with me, know that she proud of me
Turn the heat up, ain't nobody hot as me
Everywhere dollars be, that's how I gotta be
I done gave her the world, now she not leavin'
Say she love me to death, told her, ""Stop breathin'""
He try do what I do, but we not even
I want all of the beef, I am not vegan
Boy, you said it was smoke, nigga, stop speakin'
'Ventador, drop the top, I can't stop speedin'
Tryna see if this bitch hit the top speed
Hit the bitch from the back, have her knock knee
Call me Baby Hov, I control the rock
If the rap slow, I control the block
Yeah, I'm really it, and you niggas not
Got a couple coupes, I can drop the top
I done made it, nigga, all these digits comin' in
I'm savin' for the bigger picture, know one day I'll need 'em
Might as well get used to me
My biggest fear is endin' up a used-to-be, yeah

[Chorus]
Yeah, my diamonds be VV's (VV's)
They don't wan' see us on TV unless it's the news
I got somethin' to prove (Somethin' to prove)
Yeah, I'm young, but got somethin' to lose (Somethin' to lose)
In the street, I done paid all my dues (Yeah)
No extortion, ain't talking 'bout literally (Nah)
I be walkin' on beats, is you hearin' me? (Huh?)
I just pray that my kids be a bigger me, they can't get rid of me
My diamonds be VV's (VV's)
They don't wan' see us on TV unless it's the news
I got somethin' to prove (Somethin' to prove)
Yeah, I'm young, but got somethin' to lose (Somethin' to lose)
In the street, I done paid all my dues (Yeah)
No extortion, ain't talking 'bout literally (Nah)
I be walkin' on beats, is you hearin' me? (Huh?)
I just pray that my kids be a bigger me, they can't get rid of me",,,
Chicago Freestyle,Drake Featuring Giveon,"[Chorus: Giveon]
Two-thirty, baby, won't you meet me by The Bean?
Too early, maybe later you can show me things
You know what it is whenever I visit
Windy city, she blowin' me kisses, no
Thirty degrees, way too cold, so hold me tight
Will I see you at the show tonight?
Will I see you at the show tonight?

[Verse 1: Drake]
Ayy, truck to the plane to the truck
Truck to the hotel lobby
Me, I go through underground garages
Presidential suite on deposit
Elevator up to the room
Shower up and then we hit the club
Touch down, gotta see what's up
Area code in my phone
What numbers do I still have?
Who do I know from the past?
Hit one, she say she got a man
Hit another one, it goes green
Must've changed phones on the team
'Member when you let me in between
That was 2017
All good, Chubbs will look around
Find one that seem my type
That my dawg and he know what I like
He done found me plenty in my life
Problem is, I meet a girl tonight
Then I go and treat her too nice
Galleria credit card swipes
I don't even know if she a wife

[Pre-Chorus: Drake]
But I do know one thing though
Women they come they go
Saturday through Sunday, Monday
Monday through Sunday, yo
Maybe I'll love you one day
Maybe we'll someday grow
'Til then, I'll sit my drunk ass on that runway
On this one way

[Chorus: Giveon]
Two-thirty, baby, won't you meet me by The Bean?
Too early, maybe later you can show me things
You know what it is whenever I visit
Windy city, she blowin' me kisses, no
Thirty degrees, way too cold, so hold me tight
Will I see you at the show tonight?
Will I see you at the show tonight?

[Verse 2: Drake]
Jewelry in the safe on arrival
Pistol on J for survival
Lot of people gunnin' for the title
Lot of people tryna take us viral
I'm just tryin' to have a nice night though
Waiter brought the check for the meal
She said, ""Babe, I think there was a typo""
Nah, girl, I got it, that's light though
I could show you bigger things than that
It's gon' be a minute 'til I'm back
Let me give you images that last
AMEX had a limit in the past
I had plenty women in the past
I done plenty sinnin' in the past
You don't need to know, but you can ask
Stickin' on your backstage pass
All access 'cause you bad
You could go wherever with that ass
Show to the shower to the truck
Truck to the club for the party
You go in first with your girls
'Cause I don't know who's out there watchin'

[Pre-Chorus: Drake]
But I do know one thing though
Women they come they go
Saturday through Sunday, Monday
Monday, Sunday, yo
Maybe I'll love you one day
Maybe we'll someday grow
'Til then, I'll sit my drunk ass on that runway
On this one way

[Chorus: Giveon]
Two-thirty, baby, won't you meet me by The Bean?
Too early, maybe later you can show me things
You know what it is whenever I visit
Windy city, she blowin' me kisses, no
Thirty degrees, way too cold, so hold me tight
Will I see you at the show tonight?
Will I see you at the show tonight?",,,
Level Of Concern,twenty one pilots,"[Intro]
Need you, tell me
Need you, tell me

[Verse 1]
Panic on the brain, world has gone insane
Things are starting to get heavy, mm
I can't help but think I haven't felt this way
Since I asked you to go steady

[Pre-Chorus]
Wonderin' would you be my little quarantine?
Or is this the way it ends?

[Chorus]
'Cause I told you my level of concern
But you walked by like you never heard
And you could bring down my level of concern
Just need you to tell me we're alright
Tell me we're okay

[Verse 2]
Panic on the brain, Michael's gone insane
Julie starts to make me nervous
I don't really care what they would say
I'm asking you to stay
In my bunker underneath the surface

[Pre-Chorus]
Wonderin' would you be (Would you be)
My little quarantine? (Quarantine)
Or is this the way it ends?

[Chorus]
'Cause I told you my level of concern
But you walked by like you never heard
And you could bring down my level of concern
Just need you to tell me we're alright
Tell me we're okay, yeah

[Post-Chorus]
Tell me we're alright, tell me we're okay, yeah
Tell me we're alright, tell me we're okay
Bring down my level of concern
Just need you to tell me we're alright
Tell me we're okay, yeah

[Bridge]
'Cause I told you my level of concern
But you walked by like you never heard
You could bring down my level of concern
Just need you to tell me we're alright
Tell me we're okay
I need you to tell me we're alright, tell me we're okay
Need you to tell me we're alright, tell me we're okay
I need you to tell me we're alright, tell me we're okay
Need you to tell me we're alright, tell me we're okay
Need you now
I need you now

[Chorus]
'Cause I told you my level of concern
But you walked by like you never heard
And you could bring down my level of concern
Just need you to tell me we're alright
Tell me we're okay, yeah

[Post-Chorus]
Tell me we're alright, tell me we're okay, yeah
Tell me we're alright, tell me we're okay
You could bring down my level of concern
Just need you to tell me we're alright
Tell me we're okay, yeah

[Outro]
In a world where you could just lie to me (Need you)
And I'd be okay, we'll be okay (Level of concern)
We're gonna be okay (Just need you to tell me we're alright)
Tell me we're okay, I need you
Need you, tell me
Need you, tell me",,,
Party Girl,StaySolidRocky,"[Intro]
Girls just wanna have fun
So they party, so they party
(Ayy, yo, Nashi, you goin' crazy)

[Chorus]
Lil' mama a party girl, she just wan' have fun too
They say you ain't wifey type, but I don't care, I want you
She like to do drugs too, she in love with guns too
They say you too piped up, but I think that I love you
Lil' mama a party girl, she just wan' have fun too
They say you ain't wifey type, but I don't care, I want you
She like to do drugs too, she in love with guns too
They say you too piped up, but I think that I love you

[Verse]
She don't want nobody, she don't need somebody
I'm tryna be with you so you don't be without me
She totin' just like me, no, we can't leave without it
She boot up off the meds like she can't breathe without it
She drinkin' Four Lokos, I can't get with those
She wan' give me toto, I tell her come close
She say, ""You say you love me, but I don't know what love means""
I ask her who got her heart, 'cause damn, that nigga lucky
I been tryna reach for it, but it's too far above me
I ain't never do you wrong, so tell me why you don't trust me
She don't do this often, she said it's only because me
You the one who want it, therefore you can never judge me
She just wanna party and nothing's wrong with that
Every time I'm calling, she say she gon' call me back
I told her call me Rocky, she say she not gon' call me that
You say you come with a lot, well, baby, I want all of that

[Chorus]
Lil' mama a party girl, she just wan' have fun too
They say you ain't wifey type, but I don't care, I want you
She like to do drugs too, she in love with guns too
They say you too piped up, but I think that I love you
Lil' mama a party girl, she just wan' have fun too
They say you ain't wifey type, but I don't care, I want you
She like to do drugs too, she in love with guns too
They say you too piped up, but I think that I love you

[Outro]
Don't be scared to party, don't be scared to party
Don't be scared to party",,,
Righteous,Juice WRLD,"[Intro]
I will (Will)
I will (I will)
I will
Oh-ooh (Oh-ooh)
Uh (Uh)

[Chorus]
All white Gucci suit, I'm feeling righteous, yeah
I know that the truth is hard to digest, yeah
Five or six pills in my right hand, yeah
Codeine runneth over on my nightstand
Takin' medicine to fix all of the damage
My anxiety the size of a planet (Yeah, ooh)
Holes in my skull, over time
My heart's over ice (Woah)

[Verse 1]
Over ice, I'm freezing
Beautiful eyes, deceiving
We may die this evening
Coughing, wheezing, bleeding
High, I'm an anxious soul
Blood moons are my eyes, stay low
Red and black, they glow
Under attack, in my soul
When it's my time, I'll know
Never seen a hell so cold
Yeah, we'll make it out, I'll know
We'll run right through the flames, let's go (Go)

[Chorus]
All white Gucci suit, I'm feeling righteous, yeah
I know that the truth is hard to digest, yeah
Five or six pills in my right hand, yeah
Codeine runneth over on my nightstand
Taking medicine to fix all of the damage
My anxiety the size of a planet (Yeah, ooh)
Holes in my skull, over time
My heart's over ice (Woah, uh)

[Verse 2]
I'm in too deep
Can't swim like me
We're drowning, so I will see
My demons ten feet, under me
Inhale, exhale, but I can't breathe
Too busy drinking codeine doin' high speeds
Crash, pour a four, sip it slow, make the time pass
Take a pill for the thrill, have a relapse
Devil in my head tryna run gym laps
I ain't tryna race, he don't even know me like that

[Chorus]
All white Gucci suit, I'm feeling righteous
I know that the truth is hard to digest
Five or six pills in my right hand
Codeine runneth over on my nightstand
Taking medicine to fix all of the damage
My anxiety the size of a planet (Yeah, ooh)
Holes in my skull, over time
My heart's over ice (Woah)

[Outro]
I will see",,,
Can I,Kehlani Featuring Tory Lanez,"[Verse 1: Kehlani]
This shit's so good, should be illegal
Need round two, I need a sequel
Hit the backboard like a free throw
You next level, you a cheat code
In so deep, you hit my seafloor
Got me singing like Alicia
Got me using all your lingo
Tell your girlfriend that you single
Call me over 'cause I go hard
Sweet lil' bih, fuck like a pornstar
Next day, act just like your road dog
Bitches askin' how you know her
Head game stupid, baby loca
Too loud, callate la boca
Out this world, you supernova
Fuck that, I am coming over

[Chorus: Kehlani]
Can I come over?
(Can) Can I (I) stop by (Stop by) to see you (See you) tonight?
Can I stop by to see you? (Tonight)

[Verse 2: Kehlani]
We both on fire, love the teamwork
Leave with juices on your t-shirt
Loud and clear, no need for reverb
Tell the Uber driver revert
Flip that bitch and make a u-turn
Sextape crazy, need the bloopers
Last so long, bae, you a trooper
Sniper gang, no Bradley Cooper
Hi, I'm Hell, it's nice to meet ya
Know you fuckin' with a demon
Do 'bout anything to please ya
Cum inside me, I'm a keeper
Want me to make you a senior?
Never been that hard to read ya
When we done, you say, ""I need ya""
I done made you a believer

[Chorus: Kehlani]
Can I come over?
(Can) Can I (I) stop by (Stop by) to see you (See you) tonight?
Can I stop by to see you? (Tonight)

[Verse 3: Tory Lanez]
Shawty, you know you can always stop by
You top five and no, you're not five
And not four, three, or two, but one, girl
I'm hot now, wanna see what's under
The access easy in a sundress
Your accent's leaking on my tongue, yes
You're badder than the song that's sang from Mike Jack
I made you cum and you came right back
You calling me upon a late night
I got you leaking like a brake pipe
Swimming in your sea, just like a diver
I'm in it, just creeping like a Great White
And I might fuck you in your own car
You ride my face just like a pornstar
I'm in it so deep, just caught a broke jaw
And I just want one thing, that's a phone call

[Chorus: Kehlani & Tory Lanez]
Can I come over? (Can I come over?)
(Can) Can I (I) stop by (Stop by) to see you (See you) tonight? (Oh)
Can I (Oh) stop by to see you? (Tonight)

[Outro: Kehlani]
Can I-I-I-I
Can I-I-I-I
See you, see you, see you?
See you, see you, see you?",,,
Pain 1993,Drake Featuring Playboi Carti,,,,
