Honesty,Pink Sweat$,"[Verse 1]
She said, ""Baby, I'm afraid to fall in love
Cause what if it's not reciprocated?""
I told her, ""Don't rush girl, dont you rush
Guess it's all a game of patience.""

[Pre-Chorus]
She said, ""What if I dive deep?
Will you come in after me?
Would you share your flaws with me? Let me know.""
I told her, ""Thinking is all wrong
Love will happen when it wants
I know it hurts sometimes, but don't let it go.""

[Chorus]
'Cause I want you, I want you, I want- I want you
'Cause I want you, I want you, I want- I want you

[Verse 2]
She said, ""What if I tell you all the things I've done?
Would you run away from me?""
I told her, ""Baby, we all got bags full of shit that we don't want
But I can't unpack it for you, baby.""

[Pre-Chorus]
She said, ""What if I dive deep?
Will you come in after me?
Would you share your flaws with me? Let me know.""
I told her, ""Thinking is all wrong
Love will happen when it wants
I know it hurts sometimes, but don't let it go.""

[Chorus]
'Cause I want you, I want you, I want- I want you
'Cause I want you, I want you, I want- I want you, yeah
I want you, I want you, I want you, yeah"
Missin You Crazy,Russ,"[Intro]
Yeah, I been thinking a lot yeah, yeah
Yeah, yeah, come on

[Pre-Chorus]
It's been way too long, since I seen you, looked you in your eyes
Riding round the town and staying out, don't wanna say goodbye
Everything's so different now, you're just what I'm missing now
But I know that I can't have you back, I guess I'm trippin' now

[Chorus]
Sometimes I start missin' you crazy, ain't nothing quite like you (yeah)
Love like this keeps goin' and goin', I cannot forget you (no)
Ohhhh, ohhhh, ohhhh, ohhhhh, ohhhhh
Ohhhh, ohhhh, ohhhh, ohhhhh, ohhhhh

[Verse 1]
Yeah, yeah, yeah
Ride around town in a hoopty (uh)
Way before I ever had a groupie (uh)
Back when I used to wear the same five shirts
Way before I ever had Gucci (uh)
Way before I ever had a Rollie on
Talking back when I dropped Corleone
Picking up an eighth that my homie got
Fuckin' in the car, that's the only spot
Back when I felt more free, back when I smoked more weed
Back when I drove up and down 92, with a view of the moon and you in my passenger seat
That was so good, now it's all gone
It is what it is 'cause we both moved on
At least we, have memories, and we also got this song (yeah)

[Pre-Chorus]
It's been way too long, since I seen you, looked you in your eyes
Riding round the town and staying out, don't wanna say goodbye
Everything's so different now, you're just what I'm missin now
But I know that I can't have you back, I guess I'm trippin' now

[Chorus]
Sometimes I start missin' you crazy, ain't nothing quite like you (yeah)
Love like this keeps goin' and goin', I cannot forget you (no)
Ohhhh, ohhhh, ohhhh, ohhhhh, ohhhhh, ohhhhh
Ohhhh, ohhhh, ohhhh, ohhhhh, ohhhhh, ohhhhh

[Verse 2]
Yeah, if you saw me now
Would you recognize me or would you call me out?
I know it's been a while but I'm still me
But honestly it's been so long that I wouldn't be offended if you didn't even feel me
There's a gap now, big enough to make us forget how we felt in the past now
Everything moves so fast now, damn
I miss things going slower, I miss us being closer
I mean I got a good thing but I feel like I don't even really know her
This a new life, I didn't do you right
But I got a second chance to improve my appreciation, I should take it
I'm sorry that I ever got jaded, for real

[Pre-Chorus]
It's been way too long, since I seen you, looked you in your eyes
Riding round the town and stayin' out, don't wanna say goodbye
Everything's so different now, you’re just what I'm missin' now
But I know that I can't have you back, I guess I'm trippin' now

[Chorus]
Sometimes I start missin' you crazy, ain't nothing quite like you (yeah)
Love like this keeps goin' and goin', I cannot forget you (no)
Ohhhh, ohhhh, ohhhh, ohhhhh, ohhhhh, ohhhhh
Ohhhh, ohhhh, ohhhh, ohhhhh, ohhhhh, ohhhhh"
Bacc Seat (feat. Ty Dolla $ign),Roddy Ricch,"[Chorus: Roddy Ricch]
She want Celine, she want the Gucci
I ride with some hundreds on me, I got the blue cheese
Pull up in a Jeep, I put it on Forgi'
I want your body, gimme slop top on the front seat
We gone fuck for an hour then we gon' move to the back seat
When you give me a lap dance, baby, watch for the gat, please
Run it back, run it back, run it back, run it back like a track meet
Bae, relax me, you ain't gotta ask me, huh

[Verse 1: Roddy Ricch]
G-G huh, I blew her back out
Fuckin' that bitch got her tappin' out
Got me bustin' like bustin' the racks out
I got her ridin' in the four door, huh
Draped in designer, no Polo, huh
I was in the Wraith at the Waldorf
Bought all the cars off of coco
I gotta drape you up
She got bad bitches naked with us
I got diamonds, gon' drip on the pussy
Keep 'em in the cut
I keep a bad foreign
She know that she comin', of course
Had to throw that fat ass in the Porsche
Got her face down, that ass to the north
Yeah, yeah

[Chorus: Roddy Ricch & Ty Dolla $ign]
She want Celine, she want the Gucci
I ride with some hundreds on me, I got the blue cheese
Pull up in a Jeep, I put it on Forgi'
I want your body, gimme slop top on the front seat
We gone fuck for an hour then we gon' move to the back seat
When you give me a lap dance, baby, watch for the gat, please
Run it back, run it back, run it back, run it back like a track meet
Bae, relax me, you ain't gotta ask me, huh (Dolla $ign)

[Verse 2: Ty Dolla $ign]
She want Celine ('Line)
I'm the Celine King ('Line king)
Eat the pussy with my grill on
Put it all on my bling bling (Bling bling)
I call her my lil' mama, she want new Balenciaga (Ooh yeah)
Sippin' saké at the 'Bu 'cause we can't go to Benihana's
2020, 720S
It's a race car (Car), better yet it's a jet
Tint my windows black (Black), gimme toppy at the light (Skrrt)
Is you into that? Baby, pull them panties to the side
We go rounds like some boxing shit (Sheesh)
But I give you way more than three minute increments (Three)
I spent a hundred on a ring on my pinky (Ring)
She said she love me every time when I'm leavin' (Leave)
I'm a fucking sex symbol (Sheesh)

[Chorus: Roddy Ricch]
She want Celine, she want the Gucci
I ride with some hundreds on me, I got the blue cheese
Pull up in a Jeep, I put it on Forgi'
I want your body, gimme slop top on the front seat
We gone fuck for an hour then we gon' move to the back seat
When you give me a lap dance, baby, watch for the gat, please
Run it back, run it back, run it back, run it back like a track meet
Bae, relax me, you ain't gotta ask me, huh"
Blue Lights,Jorja Smith,"[Intro]
I wanna turn those blue lights into strobe lights
Not blue flashing lights, maybe fairy lights
Those blue lights into strobe lights
Maybe even fairy lights, not blue flashing lights

[Verse 1]
Don't you run when you hear the sirens coming
When you hear the sirens coming
You better not run 'cause the sirens not coming for you
What have you done?
You went to school that day
Was a bit late but it was a Monday
Kept after class for answering back
You apologized, ain't no harm in that

[Chorus]
I wanna turn those blue lights
What have you done
Into strobe lights
There's no need to run
Not blue flashing lights
If you've done nothing wrong
Maybe fairy lights
Blue lights should just pass you by

[Verse 2]
Gun crime into your right ear
Drugs and violence into your left
Default white headphones flooding the auditory
Subconscious waves you accept
You're sitting on the 4 back home
""Where you at, G? Answer your phone!""
Pause the poison to answer his message
Your boy sounds rushed, fears for his adolescence

[Chorus]
I wanna turn those blue lights
What have you done
Into strobe lights
There's no need to run
Not blue flashing lights
If you've done nothing wrong
Maybe fairy lights
Blue lights should just pass you by

[Verse 3]
Tall black shadow as you're getting off the bus
Shadow shows no emotion so what's even the fuss?
But the face of your boy casts a darker picture
Of the red handed act, he's gonna whisper;
""Look blud I'm sorry 'cause I know you got my back
He was running, I couldn't think, I had to get out of that""
Not long ago you were miming to the ""Shook Ones""
Now this really is part two 'cause you're the shook one
Hands you the tool as you question your friendship
How's man like you gonna make me a convict?
Level of a felon when I've done nothing wrong
Blood on my hands but I don't know where it's from, oh
You got blood on your hands but you don't know where it's from

[Bridge]
You better run when you hear the sirens coming
When you hear the sirens coming
Better run when you hear the sirens coming
'Cause they will be coming for you
Run when you hear the sirens coming
Better run when you hear the sirens coming
When you hear the sirens coming
The blue lights are coming for you

[Chorus]
I wanna turn those blue lights
What have you done
Into strobe lights
There's no need to run
Not blue flashing lights
If you've done nothing wrong
Maybe fairy lights
Blue lights should just pass you by

[Outro: Jorja Smith & Dizzee Rascal]
""Blud, when you hear the sirens coming""
Don't you run when you hear the sirens coming
""Blud, when you hear the sirens coming""
Don't you run when you hear the sirens coming
What have you d-d-d-done done
Don't you run
Don't you run
Don't you run when you hear the sirens coming"
Sure Thing,Miguel,"[Intro]
Love You Like a brother
Treat you like a friend
Respect you like a lover

[Refrain]
You could bet that, never gotta sweat that
You could bet that, never gotta sweat that
You could bet that, never gotta sweat that
You could bet that, never gotta sweat that

[Verse 1]
If you be the cash, I'll be the rubber band
You be the match, I will be a fuse, boom!
Painter baby you could be the muse
I'm the reporter, baby you could be the news
Cause you're the cigarette and I'm the smoker
We raise a bet, cause you're the joker
Truth though, you are the chalk and I could be the blackboard
And you can be the talk and I could be the walk

[Chorus]
Even when the sky comes falling
Even when the sun don't shine
I got faith in you and I
So put your pretty little hand in mine
Even when we're down to the wire babe
Even when it's do or die
We can do it baby simple and plain
Cause this love is a sure thing

[Refrain]
You could bet that, never got to sweat that
You could bet that, never got to sweat that
You could bet that, never got to sweat that
You could bet that, never got to sweat that

[Verse 2]
You could be the lover I'll be the fighter babe
If I'm the blunt, you could be the lighter babe, fire it up!
Writer babe, you could be the quote
If I'm the lyric baby you could be the note, record that!
Saint, I'm a sinner, prize, I'm a winner, and it's you
What can I do to deserve that
Paper baby, I'll be the pen
Say that I'm the one, cause you are ten, real and not pretend!

[Chorus]
Even when the sky comes fallin
Even when the sun don't shine
I got faith in you and I
So put your pretty lil hand in mine
Even when we're down to the wire babe
Even when it's do or die
We can do it babe simple and plain
Cause this love is a sure thing

[Bridge]
Rock with me baby
Let me hold you in my arms, talk with me baby
Rock with me baby
Let me hold you in my arms, talk with me baby
This love between you and I
As simple as pie baby
Such a sure thing, oh is it a sure thing
Such a sure thing, oh is it a sure thing
Such a sure thing, oh is it a sure thing

[Chorus]
Even when the sky comes fallin
Even when the sun don't shine
I got faith in you and I
So put your pretty little hand in mine
Even when we're down to the wire babe
Even when it's do or die
We can do it baby simple and plain
This love is a sure thing

[Outro]
Love you like a brother
Treat you like a friend
Respect you like a lover"
Girls Need Love (with Drake) - Remix,Summer Walker,"[New Music Friday Latin]
Ximena Sariñana - Cobarde
Kany Garcia - Quédate (feat. Tommy Torres)
benny blanco - I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)
Maluma - HP
Ivy Queen - Llego La Queen
Remmy Valenzuela - Mentiras
Carlos Vives - Si Me Das Tu Amor (feat. Wisin)
Lalo Ebratt - Déjate Querer (feat. Sebastian Yatra, Yera, Trapical Minds)
Lyanno - Pa' Que Vuelvas
Fuego - Good Vibes (Official Remix) (feat. Nicky Jam, De La Ghetto, Amenazzy, C. Tangana)
Sech - Solita (feat. Farruko, Zion & Lennox)
COASTCITY - Salvaje
Ximena Sariñana - No Sé (feat. Girl Ultra)
Brika - Distracted
Saak - La Solución
Nacho - Nadie Sabe
Gloria Trevi - Yo Soy Su Vida
Cultura Profética - Hasta la Noche (Ilegal) (Recorded at Spotify Studios NYC)
Ambar Lucid - Painted Red
Marissa Mur - Ojos Bengala
Femina - Resist (feat. Iggy Pop)
Technicolor Fabrics - Levitando
Fede Dorcaz - Un Pedacito (feat. ATL)
Myke Towers - Si Se Da (feat. Farruko)
J Alvarez - Enamórate (feat. Jowell & Randy)
GTA - Miénteme (Sak Noel Remix)
Ludmilla - Favela chegou (Ao vivo) (feat. Anitta)
Kaydy Cain - Algo Como Tu (feat. Los del Control)
Sari Cool - La Patrona (feat. DanDani)
Mitre - Tierra Mojada
Hello Seahorse! - Incendio
Combo Chimbita - Brillo Más Que El Oro (La Bala Apuntándome)
Elsa Y Elmar - Ojos Noche
María Mezcal - Baila Tristeza
Charlie Rodd - Soñar Contigo
Jackie Mendoza - Seahorse
DELLAFUENTE - Octava Maravilla
iZaak - Juguete (feat. DrefQuila & WC no Beat)
Solo Valencia - Cristal (feat. El Caribefunk)
Melissa Romero - Compleja Y Sencillamente
Samy y Sandra Sandoval - La Patrona (Remix) (feat. Sara Castro, Mc Th, I Nesta, Idrise)
Argüello - Pa' Donde Vamos (feat. Mik Mish, Feid)
WHATUPRG - SWISH
Mariah - Celos (feat. Myke Towers)
H Roto - Rally (feat. Duki, GARZI)
Macotea - Check (feat. Jim Jones)
Miss Caffeina - Prende
El Alfa - Tamo Open Yo (feat. Dj Kass)
Adrian Rodriguez - Como Tu Ninguna (feat. Victor Magan)
Lenier - Yo Tengo una Guitarra Que No Suena (DJ Unic Remix) (feat. El Taiger)
Lariba - Mejor no lo hagas
Asmir Young - Se Supone
[Novedades Viernes España]
Ellie Goulding - Flux
Dani Fernández - Disparos
Martin Jensen - Nobody (feat. James Arthur)
Hard GZ - Exigencias
Summer Walker - Girls Need Love (with Drake) (Remix)
Juice WRLD - Hear Me Calling
Denom - Déjame volar
Tom Walker - Now You're Gone (feat. Zara Larsson)
Gesaffelstein - Blast Off (feat. Pharrell Williams)
Rita Ora - Only Want You (feat. 6LACK)
Lauv - i'm so tired... (MNEK remix) (feat. Troye Sivan)
Sergio Contreras - Amanecí bailando (feat. Manuel Delgado)
Hombres G - Confía en Mi
Jonas Brothers - Sucker
Matasvandals - Sigo Aquí (feat. Da Silva)
Rich The Kid - 4 Phones
Los Chikos del Maiz - Valerie Solanas (Stop Making Stupid People Famous)
Marwan - Los Restos de Esta Historia (feat. Iván Ferreiro) (feat. Ivan Ferreiro)
MARINA - Superstar
Jasmine Thompson - take care
Hozier - To Noise Making (Sing)
Mygal X - El Trato (feat. Mc Buseta)
Crystal Fighters - Runnin'
Solange - Stay Flo
Lil Skies - i
KSHMR - No Regrets (feat. Krewella) (feat. Yves V)
blackbear - HIGH1X
Roi Méndez - Plumas
Cookin Soul - Couldu
ELYELLA - Hola, ¿qué tal? (feat. Jero Romero)
Fuerza Nueva - Santo Dios (feat. Los Planetas, Niño de Elche)
CHILAX - Contigo (feat. Medina Kid)
Novo Amor - No Fun (feat. Gia Margaret)
NEIKED - Lifestyle (feat. Husky)
DORA - Saving Star
[Novedades Viernes México]
David Bisbal - Tú Eres La Magia (Canción Original De La Película ""El Parque Mágico"")
Solange - Almeda
Carly Rae Jepsen - Now That I Found You
Bea Miller - it's not u it's me (feat. 6LACK)
Fobia - El Microbito (Pastel - En Vivo)
Los Caligaris - Olvidar (En Vivo Auditorio Nacional) (feat. Mariachi 2000)
Digitalism - Infinity
2 Chainz - Rule The World (feat. Ariana Grande)
G-Eazy - West Coast (feat. Blueface)
The Plastics Revolution - Cámara Lenta (feat. Santiago Casillas, Chimo)
Morrissey - It's Over
Weezer - I’m Just Being Honest
Foals - Sunday
The Drums - 626 Bedford Avenue
The Asteroids Galaxy Tour - Boy
Manu Negrete - Aguas de Marzo
Tierra Whack - CLONES
Nanpa Básico - Pulso & Sudor
Big Thief - UFOF
Yoke Lore - Beige (unburdened)
Bronko Yotte - Matanga
El Licenciado - Sucio (feat. $antana1000000)
Ali Masare - Hablando Claro
Agrupación Cariño - Tristeza
[Novedades Viernes Colombia]
Omar Koonze - Mpha: Llegando Asi
Jeloz - Juntos
Saak - Karma
Sigrid - Sight Of You
Kiño - De Local (feat. Fidel Nadal)
Ruzto - Compay Certero
Doble Porcion - Receso Solo 3 (feat. Crudo Means Raw)
Emily Burns - Too Cool
Mansionair - Alibi
KH - Only Human (Radio Edit) (feat. Four Tet)
Vilamarea - Capulí (Remix) (feat. EVHA)
Viniloversus - Ultraviolenta
FEWS - Anything Else
Quemarlo Todo Por Error - Volar
Usted Señalemelo - Pastizal
Submarino - Intentar Conectar
Black Pop - Wasap
Bleepolar - Humano
LaTorre - Desventura
Nina Rodriguez - Destino
Juan Astronauta - Lonely (feat. Julia Adal, Killabeatmaker)
Cultura Profética - Love And Happiness (Recorded at Spotify Studios NYC)
Kevin Morby - No Halo
Roosevelt - Falling Back
Pond - Tasmania"
Streets,Doja Cat,"[Intro]
I've been goin' through some things (Oh)
I struggle with my inner man (Yeah, yeah)
I hustle, I'll do what I can to get this money
Blaq Tuxedo
Don Dada on the, Don Dada on the beat

[Chorus]
Like you, like you
Like you, ooh
I found it hard to find someone like you
Like you, like you
Send your location, come through

[Post-Chorus]
I can't sleep no more
In my head, we belong
And I can't be without you
Why can't I find no one like you?
I can't sleep no more
In my head, we belong
And I can't be without you
Why can't I find no one like you?

[Verse 1]
Baby, we tried to fight it
We all been there some days
Thought I need something else
And acted like I was okay
We just had to work it out
And baby, I needed space
Ain't nobody 'round here wrong
You love all yours so far away
You're pouring your heart out
I'm acting like I knew
You held me so down
So down I never grew, oh
I tried to find out
When none of them came through
And now I'm stuck in the middle
And baby had to pull me out, oh

[Chorus]
Like you, like you
Like you, ooh
I found it hard to find someone like you
Like you, like you
Send your location, come through (Yeah)

[Verse 2]
Damn papa, you a rare breed, no comparing
And it's motherfuckin' scary
Tryna keep him 'cause I found him
Let a ho know I ain't motherfuckin' sharing
I could take you to the parents, then to Paris
Plan a motherfuckin' wedding
You the type I wanna marry (Yeah) and keep you merry
I'll put the ring on when you ready
We play our fantasies out in real life ways and
No Final Fantasy, can we end these games though?
You give me energy, make me feel lightweight
Like the birds of a feather, baby
We real life made for each other
And it's hard to keep my cool
When other bitches tryna get with my dude and
When other chickens tryna get in my coop
'Cause you're a one in a million
There ain't no man like you

[Chorus]
Like you, like you
Like you, ooh
I found it hard to find someone like you
Like you, like you
Send your location, come through

[Post-Chorus]
I can't sleep no more
In my head, we belong
And I can't be without you
Why can't I find no one like you?
I can't sleep no more
In my head, we belong
And I can't be without you
Why can't I find no one like you?"
Think About Me,dvsn,"[Verse 1]
Don't think that we
Could ever be friends again
'Cause our history
Seems like it never ends

[Pre-Chorus]
Who's gonna make love like I do?
Yeah, nobody
And who knows your touch like I do?
Yeah, nobody
And who's gonna make sure that you come first in everything they do?
Everything you do, I want you to tell the fuckin' truth

[Chorus]
I know you still think about me
I know you still think about me
Way up there all alone
Yeah, I bet they'll never know
I know you still think about me
How could you not think about me?
Way up there all alone
The best that you've ever known
I know you still
I know you still think about me
Do you not think about me?
You're gonna think about me

[Verse 2]
Don't think that we
Could ever be just platonic
And is it just me
Or would that be too ironic?

[Pre-Chorus]
Now, who gonna fuck like I do?
Yeah, nobody
And who knows your touch like I do?
Yeah, nobody
And who's gonna make sure that you come first in everything they do?
Everything you do, I want you to tell the fuckin' truth

[Chorus]
I know you still think about me
I know you still think about me
Way up there all alone
Yeah, I bet they'll never know
I know you still think about me
How could you not think about me?
Way up there all alone
The best that you've ever known
I know you still
I know you still think about me
Do you not think about me?
You're gonna think about me"
Take (feat. Ty Dolla $ign),Arin Ray,"[Chorus: Arin Ray]
Just wanna take you home
Girl, you know I don't wanna say no more
It's the truth, just want you
I wanna take you home, yeah
Girl, you know I don't wanna play no more
It's the truth, I want you, want you

[Verse 1: Arin Ray]
Automatic waves when we touch base
Just tryna fuck a bad bitch, it's a good day
We talk now and later, ain't just tryna parlay
Tried to tell you not to bring that ass around me, okay?
No tease, I want it all, love
Don't trip, I won't get caught up, ayy
You got work, you better call off, off
Whole week, you'll need it all off
Baby, I don't mean to tell you what to do
But it's all this tension

[Chorus: Arin Ray]
Just wanna take you home
Girl, you know I don't wanna say no more
It's the truth, just want you
I wanna take you home, yeah
Girl, you know I don't wanna play no more

[Verse 2: Ty Dolla $ign]
Dolla $ign
We can take our time, we can take our time
I'ma long stroke it for a long time
Swimmin' in your pussy, I'ma dive in
Your nigga keep blowin' up your line, put it on silent
Okay, I just play my role
Told me we should take it slow, yeah
Sex so good, got you shook, yeah
Sex so good, got you hooked, yeah, yeah
Baby I don't mean to tell you what to do
But there's so much anguish

[Chorus: Arin Ray]
Just wanna take you home
Girl, you know I don't wanna say no more
It's the truth, just want you
I wanna take you home, yeah
Girl, you know I don't wanna play no more
It's the truth, I want you, want you

[Beat Switch]

[Outro: Ty Dolla $ign]
I love your assets, baby
Get up and get this, oh, babe
I love your body sight, baby
I love it, baby
Just give it time
I know you're mine
Just give it time"
Die For You,The Weeknd,"[Verse 1]
I'm findin' ways to articulate the feeling I'm goin' through
I just can't say I don't love you
'Cause I love you, yeah
It's hard for me to communicate the thoughts that I hold
But tonight I'm gon' let you know
Let me tell the truth
Baby, let me tell the truth, yeah

[Pre-Chorus]
You know what I'm thinkin', see it in your eyes
You hate that you want me, hate it when you cry
You're scared to be lonely, 'specially in the night
I'm scared that I'll miss you, happens every time
I don't want this feelin', I can't afford love
I try to find a reason to pull us apart
It ain't workin' 'cause you're perfect
And I know that you're worth it
I can't walk away, oh!

[Chorus]
Even though we're going through it and it makes you feel alone
Just know that I would die for you
Baby, I would die for you, yeah
The distance and the time between us
It'll never change my mind, 'cause baby
I would die for you
Baby, I would die for you, yeah

[Verse 2]
I'm finding ways to manipulate the feelin' you're goin' through
But baby girl, I'm not blamin' you
Just don't blame me, too, yeah
'Cause I can't take this pain forever
And you won't find no one that's better
'Cause I'm right for you, babe
I think I'm right for you, babe

[Pre-Chorus]
You know what I'm thinkin', see it in your eyes
You hate that you want me, hate it when you cry
It ain't workin' 'cause you're perfect
And I know that you're worth it
I can't walk away, oh!

[Chorus]
Even though we're going through it
And it makes you feel alone
Just know that I would die for you
Baby, I would die for you, yeah
The distance and the time between us
It'll never change my mind, 'cause baby
I would die for you
Baby, I would die for you, yeah

[Bridge]
I would die for you, I would lie for you
Keep it real with you, I would kill for you, my baby
I'm just sayin', yeah
I would die for you, I would lie for you
Keep it real with you, I would kill for you, my baby
Na-na-na, na-na-na, na-na-na

[Chorus]
Even though we're going through it
And it makes you feel alone
Just know that I would die for you
Baby, I would die for you, yeah
The distance and the time between us
It'll never change my mind, 'cause baby
I would die for you
Baby, I would die for you, yeah babe
(Die for you)"
Thinkin Bout You,Frank Ocean,"[Verse 1]
A tornado flew around my room before you came
Excuse the mess it made, it usually doesn't rain in
Southern California, much like Arizona
My eyes don't shed tears, but boy, they pour when

[Pre-Chorus]
I'm thinkin' 'bout you, ooh no, no, no
I've been thinkin' bout you, you know, know, know
I've been thinkin' bout you, do you think about me still?
Do ya, do ya?

[Chorus]
Or do you not think so far ahead?
'Cause I been thinkin' bout forever, ooh
Or do you not think so far ahead?
'Cause I been thinkin' bout forever, ooh

[Verse 2]
No, I don't like you, I just thought you were cool enough to kick it
Got a beach house I could sell you in Idaho
Since you think I don't love you, I just thought you were cute
That's why I kissed you
Got a fighter jet, I don't get to fly it though, I'm lying down

[Pre-Chorus]
Thinkin' 'bout you, ooh no, no, no
I've been thinkin' bout you, you know, know, know
I've been thinkin' bout you, do you think about me still?
Do ya, do ya?

[Chorus]
Or do you not think so far ahead?
'Cause I been thinkin' bout forever, ooh
Or do you not think so far ahead?
'Cause I been thinkin' bout forever, ooh

[Bridge]
Yes, of course, I remember, how could I forget (How could I forget?) how you feel? (How you feel)
You know you were my first time, a new feel
It won't ever get old, not in my soul, not in my spirit, keep it alive
We'll go down this road 'til it turns from color to black and white

[Chorus]
Or do you not think so far ahead?
'Cause I been thinkin' bout forever, ooh
Or do you not think so far ahead?
'Cause I been thinkin' bout forever, ooh"
Poison,Rod Wave,"[Intro]
Ayy, ayy, ayy, ayy, ayy, that's probably Tago
I'm tryna fuck with lil' what's her name, but she be actin' like a fan
She had to tell the world we had a
You know what I'm sayin', with the, uh
(Tyler Javeon)
Mmh
Had to tell the world, you know what I'm sayin', you ain't really fuckin' with me
You know what I'm sayin', you a fan, bitch
Ayy, of all these, man, I'm dolo, thug life
Uh, yeah, uh

[Chorus]
And I don't want no more love, I feel it's poison
Late at night I can't sleep 'cause I hear voices
Tellin' me I'm too deep, quit tryna force it (Uh, yeah-yeah-yeah)
Got too much stuck on my chest, can't get it off of me
I put my demons to rest but they been stalking me
Lord knows I tried my best, I gave it all of me (Yeah, yeah-yeah-yeah)

[Verse]
Late at night, I been roaming, I ain't getting no sleep (Woah)
It's hard to stay focused when that pain running deep
Been alone my whole life, but you helped me forget
Then you made me remember my heart cold as December
Learning to love myself, I been alone every weekend
They say he's out of breath 'cause he's been runnin' from demons
You left, I needed help, you were someone that I believed in
People change like the seasons, I'm asking what's the reason?
Then I been thuggin' dolo, lay in my bed and cut off my phone
I smoke that dope alone, me and others don't get along
You can peep the pain in my face but I hide it deep in these songs
I learned to keep my mouth closed 'cause don't nobody know what's wrong
Got me addicted to love, and then you left 'round the same time
Sorry I can't make time, been living on space time
I heard through the grapevine she told you we FaceTimed
That shit got a block, tell that bitch to kick rocks, yeah, yeah

[Chorus]
And I don't want no more love, I feel it's poison
Late at night I can't sleep 'cause I hear voices
Tellin' me I'm too deep, quit tryna force it (Uh, yeah-yeah-yeah)
Got too much stuck on my chest, can't get it off of me
I put my demons to rest but they been stalking me
Lord knows I tried my best, I gave it all of me (Yeah, yeah-yeah-yeah)
And I don't want no more love, I feel it's poison
Late at night I can't sleep 'cause I hear voices
Tellin' me I'm too deep, quit tryna force it (Uh, yeah-yeah-yeah)
Got too much stuck on my chest, can't get it off of me
I put my demons to rest but they been stalking me
Lord knows I tried my best, I gave it all of me (Yeah, yeah-yeah-yeah)

[Outro]
Yeah, dawg, woah
Yeah, dawg
Uh, yeah-yeah-yeah, uh
(Dolo, lay in my bed and cut off my phone
I smoke that dope alone, me and others don't get along)
Yeah, yeah, yeah
Yeah-yeah-yeah-yeah
Yeah-yeah-yeah-yeah"
Could've Been (feat. Bryson Tiller),H.E.R.,"[Intro: H.E.R.]
Please, allow me to show you something
Mmm, somebody give me, yeah

[Verse 1: H.E.R.]
Somebody give me, uh
Somebody tell me the answers
Me and you isn't the answer (Uh)
Me and you isn't (No)
Maybe I'm tellin' myself that
But there ain't nothin' that'll change that
What good would it be if I knew how you felt about me? (Yeah)

[Pre-Chorus: H.E.R.]
It could've been right, but I was wrong (Uh)
Only think 'bout you when I'm alone (Yeah)
The part of me that cared inside is gone
And I know that I can't get caught up

[Chorus: H.E.R.]
We could've been
And we try to pretend
Every now and again
We don't dream about, don't think about what
We could've been
Though I'm holding it in
'Cause I know in the end
You dream about, I think about what
We could've been
We could've been (Yeah)
We could've (Damn)

[Verse 2: H.E.R.]
Remember?
Remember the night in Miami?
First time you put your arms around me
I'm up reminiscin' (Ooh, yeah)
And thinking 'bout you isn't helping
Thinking 'bout you doesn't tell me
What good it would do if I decide to face the truth

[Bridge: H.E.R.]
It could've been right, but I was wrong
Only think 'bout you when I'm alone
You only hit me up when she's not home
And that's why I can't get caught up

[Chorus: H.E.R.]
We could've been
And we try to pretend
Every now and again
We don't dream about, don't think about what
We could've been (Oh yeah)
Though I'm holding it in
'Cause I know in the end
You dream about, I think about what
We could've been, we could've been
We could've, we could've been
What we could've been, we could've been

[Post-Chorus]
What we could've been, yeah
What we could've been

[Verse 3: Bryson Tiller & H.E.R.]
Ayy
What we could've been
What we should've been
If I wasn't, if I wasn't with somebody
If you gotta hide it, what's the point of trying?
I ain't just your friend, no, what's the point of lying?
Tryna sell a story ain't nobody buyin'
Look me in my eyes, don't that feel nice?
Why should it end? Baby, I could've been
I could've been him, more than your friend
Just say where and when, where to make a trip
Baby, make a wish, be the one I'm with
Should’ve been a, should've, could've, would have been, ayy
Yeah, I would have been (Damn)
Yeah, I would have been (Yeah)

[Outro: H.E.R.]
Damn, damn (Could've been)
Yeah, we could've been (Oh no)"
